================ Training Loss (Sat Jul 22 14:43:34 2023) ================
(epoch: 1, iters: 100, time: 0.301, data: 8.944) D_A: 0.312 G_A: 0.358 cycle_A: 1.957 idt_A: 0.576 D_B: 0.528 G_B: 0.589 cycle_B: 1.429 idt_B: 0.878 
(epoch: 1, iters: 200, time: 0.309, data: 0.000) D_A: 0.338 G_A: 0.486 cycle_A: 2.336 idt_A: 0.906 D_B: 0.392 G_B: 0.635 cycle_B: 1.916 idt_B: 1.106 
(epoch: 1, iters: 300, time: 0.289, data: 0.000) D_A: 0.207 G_A: 0.218 cycle_A: 1.813 idt_A: 0.605 D_B: 0.421 G_B: 0.951 cycle_B: 1.649 idt_B: 0.811 
(epoch: 1, iters: 400, time: 0.838, data: 0.000) D_A: 0.262 G_A: 0.457 cycle_A: 1.540 idt_A: 1.267 D_B: 0.247 G_B: 0.500 cycle_B: 2.699 idt_B: 0.689 
(epoch: 2, iters: 100, time: 0.283, data: 8.936) D_A: 0.196 G_A: 0.418 cycle_A: 2.568 idt_A: 0.742 D_B: 0.245 G_B: 0.343 cycle_B: 1.662 idt_B: 1.248 
(epoch: 2, iters: 200, time: 0.287, data: 0.000) D_A: 0.281 G_A: 0.187 cycle_A: 2.196 idt_A: 0.423 D_B: 0.219 G_B: 0.487 cycle_B: 1.124 idt_B: 0.981 
(epoch: 2, iters: 300, time: 0.301, data: 0.000) D_A: 0.171 G_A: 0.945 cycle_A: 2.682 idt_A: 0.608 D_B: 0.206 G_B: 0.237 cycle_B: 1.261 idt_B: 1.292 
(epoch: 2, iters: 400, time: 0.826, data: 0.000) D_A: 0.315 G_A: 0.492 cycle_A: 1.570 idt_A: 0.795 D_B: 0.211 G_B: 0.560 cycle_B: 2.707 idt_B: 0.649 
(epoch: 3, iters: 100, time: 0.281, data: 9.161) D_A: 0.290 G_A: 0.531 cycle_A: 1.947 idt_A: 0.714 D_B: 0.149 G_B: 0.199 cycle_B: 3.303 idt_B: 0.737 
(epoch: 3, iters: 200, time: 0.301, data: 0.000) D_A: 0.192 G_A: 0.305 cycle_A: 1.697 idt_A: 0.421 D_B: 0.239 G_B: 0.463 cycle_B: 1.050 idt_B: 0.733 
(epoch: 3, iters: 300, time: 0.291, data: 0.000) D_A: 0.190 G_A: 0.464 cycle_A: 2.231 idt_A: 0.424 D_B: 0.239 G_B: 0.356 cycle_B: 1.062 idt_B: 0.947 
(epoch: 3, iters: 400, time: 1.025, data: 0.000) D_A: 0.143 G_A: 0.377 cycle_A: 2.002 idt_A: 0.707 D_B: 0.218 G_B: 0.344 cycle_B: 1.724 idt_B: 0.963 
(epoch: 4, iters: 100, time: 0.301, data: 9.052) D_A: 0.250 G_A: 0.453 cycle_A: 1.789 idt_A: 0.601 D_B: 0.238 G_B: 0.431 cycle_B: 1.332 idt_B: 0.772 
(epoch: 4, iters: 200, time: 0.281, data: 0.000) D_A: 0.195 G_A: 0.783 cycle_A: 1.250 idt_A: 0.446 D_B: 0.136 G_B: 0.391 cycle_B: 1.046 idt_B: 0.635 
(epoch: 4, iters: 300, time: 0.282, data: 0.001) D_A: 0.252 G_A: 0.965 cycle_A: 1.761 idt_A: 0.420 D_B: 0.113 G_B: 0.548 cycle_B: 1.049 idt_B: 0.770 
(epoch: 4, iters: 400, time: 0.541, data: 0.000) D_A: 0.116 G_A: 0.820 cycle_A: 2.795 idt_A: 0.355 D_B: 0.119 G_B: 0.751 cycle_B: 1.042 idt_B: 1.640 
