================ Training Loss (Tue Aug  1 23:43:59 2023) ================
(epoch: 1, iters: 100, time: 0.242, data: 7.293) D_A: 0.413 G_A: 0.382 cycle_A: 2.217 idt_A: 0.866 D_B: 0.509 G_B: 0.709 cycle_B: 2.054 idt_B: 0.957 
(epoch: 1, iters: 200, time: 0.243, data: 0.000) D_A: 0.256 G_A: 0.352 cycle_A: 2.088 idt_A: 0.589 D_B: 0.313 G_B: 0.608 cycle_B: 1.349 idt_B: 0.947 
(epoch: 1, iters: 300, time: 0.242, data: 0.000) D_A: 0.300 G_A: 0.510 cycle_A: 1.949 idt_A: 0.823 D_B: 0.233 G_B: 0.487 cycle_B: 1.978 idt_B: 0.869 
(epoch: 1, iters: 400, time: 0.362, data: 0.000) D_A: 0.310 G_A: 0.572 cycle_A: 1.496 idt_A: 0.519 D_B: 0.250 G_B: 0.588 cycle_B: 1.280 idt_B: 0.614 
(epoch: 2, iters: 100, time: 0.242, data: 7.051) D_A: 0.230 G_A: 0.342 cycle_A: 2.333 idt_A: 0.453 D_B: 0.314 G_B: 0.531 cycle_B: 1.200 idt_B: 1.094 
(epoch: 2, iters: 200, time: 0.242, data: 0.000) D_A: 0.151 G_A: 0.472 cycle_A: 1.882 idt_A: 0.467 D_B: 0.232 G_B: 0.489 cycle_B: 1.130 idt_B: 0.845 
(epoch: 2, iters: 300, time: 0.244, data: 0.000) D_A: 0.210 G_A: 0.424 cycle_A: 2.679 idt_A: 0.568 D_B: 0.382 G_B: 0.611 cycle_B: 1.390 idt_B: 1.310 
(epoch: 2, iters: 400, time: 0.363, data: 0.000) D_A: 0.141 G_A: 0.459 cycle_A: 3.062 idt_A: 0.460 D_B: 0.208 G_B: 0.430 cycle_B: 1.070 idt_B: 1.511 
(epoch: 3, iters: 100, time: 0.242, data: 6.962) D_A: 0.340 G_A: 0.472 cycle_A: 2.017 idt_A: 0.635 D_B: 0.239 G_B: 0.497 cycle_B: 1.423 idt_B: 0.858 
(epoch: 3, iters: 200, time: 0.246, data: 0.000) D_A: 0.207 G_A: 0.431 cycle_A: 2.146 idt_A: 0.436 D_B: 0.343 G_B: 0.376 cycle_B: 1.268 idt_B: 0.932 
(epoch: 3, iters: 300, time: 0.241, data: 0.000) D_A: 0.315 G_A: 0.266 cycle_A: 1.755 idt_A: 0.362 D_B: 0.121 G_B: 0.379 cycle_B: 0.869 idt_B: 0.856 
(epoch: 3, iters: 400, time: 0.356, data: 0.000) D_A: 0.391 G_A: 0.239 cycle_A: 1.825 idt_A: 0.453 D_B: 0.342 G_B: 0.248 cycle_B: 1.074 idt_B: 0.694 
